image_id,image_path,canonical_class,class_id,crop,source_dataset,width,height,original_filename,mask_path
img_00005375,images/img_00005375.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102975.jpg,
img_00005376,images/img_00005376.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106046.jpg,
img_00005377,images/img_00005377.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105765.jpg,
img_00005378,images/img_00005378.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103757.jpg,
img_00005379,images/img_00005379.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107029.jpg,
img_00005380,images/img_00005380.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,110318.jpg,
img_00005381,images/img_00005381.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104254.jpg,
img_00005382,images/img_00005382.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,110132.jpg,
img_00005383,images/img_00005383.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107697.jpg,
img_00005384,images/img_00005384.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106792.jpg,
img_00005385,images/img_00005385.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104585.jpg,
img_00005386,images/img_00005386.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106049.jpg,
img_00005387,images/img_00005387.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103510.jpg,
img_00005388,images/img_00005388.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108655.jpg,
img_00005389,images/img_00005389.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100111.jpg,
img_00005390,images/img_00005390.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103564.jpg,
img_00005391,images/img_00005391.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103424.jpg,
img_00005392,images/img_00005392.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,110154.jpg,
img_00005393,images/img_00005393.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101107.jpg,
img_00005394,images/img_00005394.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106936.jpg,
img_00005395,images/img_00005395.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101856.jpg,
img_00005396,images/img_00005396.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100144.jpg,
img_00005397,images/img_00005397.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106032.jpg,
img_00005398,images/img_00005398.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103109.jpg,
img_00005399,images/img_00005399.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105051.jpg,
img_00005400,images/img_00005400.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102598.jpg,
img_00005401,images/img_00005401.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100994.jpg,
img_00005402,images/img_00005402.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104745.jpg,
img_00005403,images/img_00005403.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108208.jpg,
img_00005404,images/img_00005404.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109984.jpg,
img_00005405,images/img_00005405.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100988.jpg,
img_00005406,images/img_00005406.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105706.jpg,
img_00005407,images/img_00005407.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100274.jpg,
img_00005408,images/img_00005408.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108222.jpg,
img_00005409,images/img_00005409.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106274.jpg,
img_00005410,images/img_00005410.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100315.jpg,
img_00005411,images/img_00005411.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101898.jpg,
img_00005412,images/img_00005412.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101850.jpg,
img_00005413,images/img_00005413.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104848.jpg,
img_00005414,images/img_00005414.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,110253.jpg,
img_00005415,images/img_00005415.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105459.jpg,
img_00005416,images/img_00005416.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100976.jpg,
img_00005417,images/img_00005417.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106393.jpg,
img_00005418,images/img_00005418.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103229.jpg,
img_00005419,images/img_00005419.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109087.jpg,
img_00005420,images/img_00005420.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106740.jpg,
img_00005421,images/img_00005421.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108234.jpg,
img_00005422,images/img_00005422.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108889.jpg,
img_00005423,images/img_00005423.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102279.jpg,
img_00005424,images/img_00005424.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,110349.jpg,
img_00005425,images/img_00005425.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102249.jpg,
img_00005426,images/img_00005426.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108717.jpg,
img_00005427,images/img_00005427.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108875.jpg,
img_00005428,images/img_00005428.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109190.jpg,
img_00005429,images/img_00005429.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102379.jpg,
img_00005430,images/img_00005430.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109760.jpg,
img_00005431,images/img_00005431.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102195.jpg,
img_00005432,images/img_00005432.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102116.jpg,
img_00005433,images/img_00005433.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103531.jpg,
img_00005434,images/img_00005434.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109041.jpg,
img_00005435,images/img_00005435.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100628.jpg,
img_00005436,images/img_00005436.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109953.jpg,
img_00005437,images/img_00005437.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101269.jpg,
img_00005438,images/img_00005438.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101098.jpg,
img_00005439,images/img_00005439.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101219.jpg,
img_00005440,images/img_00005440.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104151.jpg,
img_00005441,images/img_00005441.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103701.jpg,
img_00005442,images/img_00005442.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106064.jpg,
img_00005443,images/img_00005443.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103015.jpg,
img_00005444,images/img_00005444.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103173.jpg,
img_00005445,images/img_00005445.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108218.jpg,
img_00005446,images/img_00005446.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106628.jpg,
img_00005447,images/img_00005447.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109316.jpg,
img_00005448,images/img_00005448.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101029.jpg,
img_00005449,images/img_00005449.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108935.jpg,
img_00005450,images/img_00005450.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103723.jpg,
img_00005451,images/img_00005451.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108806.jpg,
img_00005452,images/img_00005452.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102662.jpg,
img_00005453,images/img_00005453.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108525.jpg,
img_00005454,images/img_00005454.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108390.jpg,
img_00005455,images/img_00005455.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100130.jpg,
img_00005456,images/img_00005456.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106490.jpg,
img_00005457,images/img_00005457.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100547.jpg,
img_00005458,images/img_00005458.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100172.jpg,
img_00005459,images/img_00005459.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104583.jpg,
img_00005460,images/img_00005460.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101345.jpg,
img_00005461,images/img_00005461.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108395.jpg,
img_00005462,images/img_00005462.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103009.jpg,
img_00005463,images/img_00005463.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100808.jpg,
img_00005464,images/img_00005464.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108299.jpg,
img_00005465,images/img_00005465.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103401.jpg,
img_00005466,images/img_00005466.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103859.jpg,
img_00005467,images/img_00005467.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105445.jpg,
img_00005468,images/img_00005468.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102272.jpg,
img_00005469,images/img_00005469.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101018.jpg,
img_00005470,images/img_00005470.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106213.jpg,
img_00005471,images/img_00005471.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100640.jpg,
img_00005472,images/img_00005472.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100131.jpg,
img_00005473,images/img_00005473.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105143.jpg,
img_00005474,images/img_00005474.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103704.jpg,
img_00005475,images/img_00005475.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100109.jpg,
img_00005476,images/img_00005476.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103993.jpg,
img_00005477,images/img_00005477.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106662.jpg,
img_00005478,images/img_00005478.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103987.jpg,
img_00005479,images/img_00005479.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107424.jpg,
img_00005480,images/img_00005480.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102438.jpg,
img_00005481,images/img_00005481.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101557.jpg,
img_00005482,images/img_00005482.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105461.jpg,
img_00005483,images/img_00005483.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107057.jpg,
img_00005484,images/img_00005484.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103946.jpg,
img_00005485,images/img_00005485.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100633.jpg,
img_00005486,images/img_00005486.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101130.jpg,
img_00005487,images/img_00005487.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108362.jpg,
img_00005488,images/img_00005488.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103922.jpg,
img_00005489,images/img_00005489.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,110372.jpg,
img_00005490,images/img_00005490.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103179.jpg,
img_00005491,images/img_00005491.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105099.jpg,
img_00005492,images/img_00005492.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108881.jpg,
img_00005493,images/img_00005493.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107139.jpg,
img_00005494,images/img_00005494.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109839.jpg,
img_00005495,images/img_00005495.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107675.jpg,
img_00005496,images/img_00005496.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100912.jpg,
img_00005497,images/img_00005497.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102700.jpg,
img_00005498,images/img_00005498.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109043.jpg,
img_00005499,images/img_00005499.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105284.jpg,
img_00005500,images/img_00005500.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106714.jpg,
img_00005501,images/img_00005501.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101048.jpg,
img_00005502,images/img_00005502.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105141.jpg,
img_00005503,images/img_00005503.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102289.jpg,
img_00005504,images/img_00005504.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103011.jpg,
img_00005505,images/img_00005505.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108378.jpg,
img_00005506,images/img_00005506.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106402.jpg,
img_00005507,images/img_00005507.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104653.jpg,
img_00005508,images/img_00005508.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109583.jpg,
img_00005509,images/img_00005509.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100192.jpg,
img_00005510,images/img_00005510.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105703.jpg,
img_00005511,images/img_00005511.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109580.jpg,
img_00005512,images/img_00005512.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101093.jpg,
img_00005513,images/img_00005513.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109352.jpg,
img_00005514,images/img_00005514.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102430.jpg,
img_00005515,images/img_00005515.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102425.jpg,
img_00005516,images/img_00005516.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107926.jpg,
img_00005517,images/img_00005517.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100216.jpg,
img_00005518,images/img_00005518.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107283.jpg,
img_00005519,images/img_00005519.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,110171.jpg,
img_00005520,images/img_00005520.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109151.jpg,
img_00005521,images/img_00005521.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107190.jpg,
img_00005522,images/img_00005522.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100324.jpg,
img_00005523,images/img_00005523.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105106.jpg,
img_00005524,images/img_00005524.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104142.jpg,
img_00005525,images/img_00005525.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109355.jpg,
img_00005526,images/img_00005526.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100697.jpg,
img_00005527,images/img_00005527.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103763.jpg,
img_00005528,images/img_00005528.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101570.jpg,
img_00005529,images/img_00005529.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102963.jpg,
img_00005530,images/img_00005530.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105142.jpg,
img_00005531,images/img_00005531.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107014.jpg,
img_00005532,images/img_00005532.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103535.jpg,
img_00005533,images/img_00005533.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102843.jpg,
img_00005534,images/img_00005534.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108936.jpg,
img_00005535,images/img_00005535.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104879.jpg,
img_00005536,images/img_00005536.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105510.jpg,
img_00005537,images/img_00005537.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106959.jpg,
img_00005538,images/img_00005538.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107572.jpg,
img_00005539,images/img_00005539.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100816.jpg,
img_00005540,images/img_00005540.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102204.jpg,
img_00005541,images/img_00005541.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108160.jpg,
img_00005542,images/img_00005542.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109642.jpg,
img_00005543,images/img_00005543.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104450.jpg,
img_00005544,images/img_00005544.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109166.jpg,
img_00005545,images/img_00005545.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105084.jpg,
img_00005546,images/img_00005546.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104362.jpg,
img_00005547,images/img_00005547.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103119.jpg,
img_00005548,images/img_00005548.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106951.jpg,
img_00005549,images/img_00005549.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100515.jpg,
img_00005550,images/img_00005550.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100168.jpg,
img_00005551,images/img_00005551.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105951.jpg,
img_00005552,images/img_00005552.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107703.jpg,
img_00005553,images/img_00005553.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100428.jpg,
img_00005554,images/img_00005554.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,110187.jpg,
img_00005555,images/img_00005555.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107622.jpg,
img_00005556,images/img_00005556.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101348.jpg,
img_00005557,images/img_00005557.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108571.jpg,
img_00005558,images/img_00005558.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105499.jpg,
img_00005559,images/img_00005559.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109158.jpg,
img_00005560,images/img_00005560.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108462.jpg,
img_00005561,images/img_00005561.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105067.jpg,
img_00005562,images/img_00005562.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106806.jpg,
img_00005563,images/img_00005563.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102444.jpg,
img_00005564,images/img_00005564.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101577.jpg,
img_00005565,images/img_00005565.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,105673.jpg,
img_00005566,images/img_00005566.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107030.jpg,
img_00005567,images/img_00005567.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107331.jpg,
img_00005568,images/img_00005568.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106694.jpg,
img_00005569,images/img_00005569.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103721.jpg,
img_00005570,images/img_00005570.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108062.jpg,
img_00005571,images/img_00005571.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107045.jpg,
img_00005572,images/img_00005572.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101566.jpg,
img_00005573,images/img_00005573.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106149.jpg,
img_00005574,images/img_00005574.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104755.jpg,
img_00005575,images/img_00005575.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,102322.jpg,
img_00005576,images/img_00005576.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103744.jpg,
img_00005577,images/img_00005577.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106177.jpg,
img_00005578,images/img_00005578.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106690.jpg,
img_00005579,images/img_00005579.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104884.jpg,
img_00005580,images/img_00005580.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107159.jpg,
img_00005581,images/img_00005581.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104262.jpg,
img_00005582,images/img_00005582.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106203.jpg,
img_00005583,images/img_00005583.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101444.jpg,
img_00005584,images/img_00005584.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109061.jpg,
img_00005585,images/img_00005585.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108611.jpg,
img_00005586,images/img_00005586.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100664.jpg,
img_00005587,images/img_00005587.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103736.jpg,
img_00005588,images/img_00005588.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100693.jpg,
img_00005589,images/img_00005589.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103739.jpg,
img_00005590,images/img_00005590.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108456.jpg,
img_00005591,images/img_00005591.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,103473.jpg,
img_00005592,images/img_00005592.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107497.jpg,
img_00005593,images/img_00005593.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,107501.jpg,
img_00005594,images/img_00005594.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106385.jpg,
img_00005595,images/img_00005595.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,104047.jpg,
img_00005596,images/img_00005596.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,109833.jpg,
img_00005597,images/img_00005597.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,100817.jpg,
img_00005598,images/img_00005598.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101368.jpg,
img_00005599,images/img_00005599.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108634.jpg,
img_00005600,images/img_00005600.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,106859.jpg,
img_00005601,images/img_00005601.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,101954.jpg,
img_00005602,images/img_00005602.jpg,Paddy - Healthy,184,Paddy,paddy-disease-classification/train_images,480,640,108471.jpg,
