image_path,source_dataset,source_class,canonical_class,crop,original_filename
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/102007.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,102007.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/106227.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,106227.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/105932.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,105932.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/108795.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,108795.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/100604.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,100604.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/109423.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,109423.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/109843.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,109843.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/104577.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,104577.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/107002.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,107002.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101554.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101554.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/110025.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,110025.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/107107.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,107107.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/103013.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,103013.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/102457.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,102457.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/108488.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,108488.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/108175.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,108175.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/100227.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,100227.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/105964.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,105964.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/102687.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,102687.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/106088.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,106088.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/100898.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,100898.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/103449.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,103449.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/103529.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,103529.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/100719.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,100719.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/100121.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,100121.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/106998.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,106998.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/105444.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,105444.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/105193.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,105193.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/103251.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,103251.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/102588.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,102588.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/108398.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,108398.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/100572.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,100572.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/103298.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,103298.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/106172.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,106172.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101968.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101968.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101811.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101811.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/100277.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,100277.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/108753.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,108753.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/109672.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,109672.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101749.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101749.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/100123.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,100123.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/106560.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,106560.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/109218.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,109218.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/100627.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,100627.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/108212.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,108212.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101424.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101424.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101683.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101683.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/106003.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,106003.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101105.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101105.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/106928.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,106928.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/110208.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,110208.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101161.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101161.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/107282.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,107282.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/106147.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,106147.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/109374.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,109374.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101707.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101707.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/106639.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,106639.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101058.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101058.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/100823.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,100823.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101292.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101292.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/107564.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,107564.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/103246.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,103246.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/102828.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,102828.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/101097.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,101097.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/110334.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,110334.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/107889.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,107889.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/109602.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,109602.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/102570.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,102570.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/110314.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,110314.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/102832.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,102832.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/107692.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,107692.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/107790.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,107790.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/105965.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,105965.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/106044.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,106044.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/102469.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,102469.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/103865.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,103865.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/106550.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,106550.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/108601.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,108601.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/103844.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,103844.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/107218.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,107218.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/102044.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,102044.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/blast/102236.jpg,paddy-disease-classification/train_images,blast,Paddy - Blast,Paddy,102236.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/109754.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,109754.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/100764.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,100764.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/107634.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,107634.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/107912.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,107912.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/109858.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,109858.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/103217.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,103217.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/101388.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,101388.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/103981.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,103981.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/104020.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,104020.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/101931.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,101931.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/106378.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,106378.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/109476.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,109476.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/102088.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,102088.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/108482.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,108482.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/103843.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,103843.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/108370.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,108370.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/101959.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,101959.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/109563.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,109563.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/106379.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,106379.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/106777.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,106777.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/105302.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,105302.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/105364.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,105364.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/100284.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,100284.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/106496.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,106496.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/101806.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,101806.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/105386.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,105386.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/108944.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,108944.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/103273.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,103273.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/104797.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,104797.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/105772.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,105772.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/103617.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,103617.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/100978.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,100978.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/109906.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,109906.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/100580.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,100580.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/104885.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,104885.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/101316.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,101316.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/109261.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,109261.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/104312.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,104312.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/100964.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,100964.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/109008.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,109008.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/107674.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,107674.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/103307.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,103307.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/101023.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,101023.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/109794.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,109794.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/101461.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,101461.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/104926.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,104926.jpg
/home/hari/Professional/Projects/Plant Disease Predictor/plant_disease_project/raw/paddy-disease-classification/train_images/bacterial_leaf_streak/105457.jpg,paddy-disease-classification/train_images,bacterial_leaf_streak,Paddy - Bacterial Leaf Streak,Paddy,105457.jpg
